openml_id,MajorityClassSize,MinorityClassSize,NumberOfClasses,NumberOfBinaryFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfNumericFeatures,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,target_max,target_min,targets_q_0.25,targets_q_0.5,targets_q_0.75,targets_skewness,targets_kurtosis,name,data_table
716,62.0,38.0,2.0,0,49,100,0,50,0.0337453994123504,0.0154938198099318,2.0,0.0,0.5,0.0,10.5275,0.9510311389606164,0.0813156113984785,0.0732135463728543,0.0813156152798139,0.0732135493782224,1.0000000492317491,0.7735656858982304,,,,,2.0,1.654229145,0.1485532579376347,-1.1165740252539116,0.3696254141592571,1.227887199882,0.1237849274719803,1.7713450199999996,0.3244603891806908,7.999999974077352e-10,3.076175733468395e-08,-0.00994828,0.1125165241206166,-1.7319486400000002,0.1334815301365025,50,0,0,0.0040816326530612,100,1.0,50,2,,0.25,0.0,3.5032936600000006,0.2989721709174386,1.0000000246158738,3.0387746738095304e-08,0.015059362106944,0.2584688051368922,0.0,0.0,0.5,0.38,0.76,0.000581309,0.0584778103560389,0.375,0.037806859704913,1.000000049231749,6.077549530142219e-08,2.838269502093555,0.0967215856534484,,,,,,,,no_name,no_data_table
717,286.0,222.0,2.0,0,9,508,0,10,0.0578582755879608,0.053392295207118,2.8072429984064016,0.0001108172470149,0.0196850393700787,0.0,232.01624015748035,21.33043240733361,0.3876564358386095,0.2353493958696638,21.281306655087743,25.716645877918918,76.56929610508007,129.76524219656798,47.201407184797006,52.99230607136692,46.413383707177175,52.98810146135868,50.8,9.9225,6.4570186834000864,1.6762946801810823,3.8735871430923914,7.142425500000002,4.607738903354282,76.33999999999999,69.99760646701507,48.00183464566929,52.981858945370746,47.259,52.544879748437694,31.318,45.26846456910644,10,0,0,0.2666666666666666,508,0.0,10,9,,0.1428571428571428,0.0017914006109972,45.022000000000006,29.982702717103777,7.477723551037153,4.790377693221691,0.811757180444556,0.8403208892487386,0.0004150681937305,0.0004625926265777,0.0196850393700787,0.0078740157480314,0.4,47.4435816993464,52.68688871002993,0.2448979591836734,0.0241488136392557,76.56929610508006,76.44334471227049,0.672144431398703,0.1406929171518135,,,,,,,,no_name,no_data_table
718,564.0,436.0,2.0,0,99,1000,0,100,0.0078380083528844,0.0013392396323645,3.169907546387145,3.918872125187888e-06,0.1,0.0,45.17625,4.850386711516027,0.0263662518666933,0.0348772270296431,0.0263662534031061,0.0348772289701386,1.0000000583290254,0.4371904250456306,,,,,10.0,1.7142972549999995,0.0845133584268536,-1.147499398508385,0.3229875505774504,1.268005058607,0.0771774561351962,1.7998115299999995,0.3486331616685063,1.0200000000482046e-09,1.0340642576362972e-08,-0.0062526349999999,0.0539653909136111,-1.7396180799999996,0.0848836542249413,100,0,0,0.0018181818181818,1000,0.0,100,3,,0.1111111111111111,0.0005468983113399,3.53942961,0.4040810657601723,1.000000029164512,8.396084931611523e-09,0.0314255963458627,0.1727080258547451,2.104607912821064e-07,4.571207701472474e-07,0.1,0.088,0.88,-0.00597535265,0.032525730474092,0.1975308641975309,0.0063431239013183,1.0000000583290256,1.6792170368317765e-08,4.012147046172219,0.0962418354670407,,,,,,,,no_name,no_data_table
719,94.0,43.0,2.0,0,6,137,0,0,0.0263992218562636,0.0461524203645671,1.5622907032605842,0.8020578462865594,0.0510948905109489,1.3333333333333333,31.184306569343065,2.496508604861538,0.1236254641186424,0.1646000876225629,1.6563129144601882,6.451238298803929,62.66504937741514,129.50456792982118,11.733379441832287,23.29503106285403,10.906483655554217,22.017372486990823,19.571428571428573,6.2,11.222992272810115,2.547749558911631,8.02453942287772,4.29954,9.388499383607584,27.4,42.72704061832506,12.862043795620435,24.162273434459006,12.9,25.40100610430837,4.5,10.824355254086344,7,3,4,0.0222222222222222,137,0.0,3,4,0.75,0.28,0.1961644032962432,22.9,36.95177036805318,4.417933691193648,6.9239448676821045,0.4164017357078545,1.9158170290759529,0.2652148359343738,0.2285518218824595,0.072992700729927,0.0218978102189781,0.3,12.89156626506024,24.98503027565097,0.4137931034482758,0.1486959632517429,62.66504937741514,127.81652156209974,1.252685251123681,0.1547102223080687,,,,,,,,no_name,no_data_table
720,2096.0,2081.0,2.0,0,7,4177,0,7,0.2069910245128974,0.0937327539846922,3.6858601978872048,0.8506318827364052,0.0019152501795547,0.1428571428571428,1381.6192841752454,34.06849354686242,0.6180890260385079,0.2793839152809615,0.0330949942296222,0.0333852445120932,0.1012370412328626,0.1834604868442358,0.2146112485379648,0.2347682558382987,0.1561491191900987,0.1842138399497307,522.125,0.4730999999999999,0.4054515178579719,7.262806104551084,24.129134262829595,0.1280966399999999,0.1601660952600642,1.16735,0.6255472293209451,0.3678923868805365,0.196501394138566,0.26505,0.2647489848894609,0.0135,0.0275580196030927,8,0,1,0.6666666666666667,4177,0.0,7,7,7.0,0.0695652173913043,0.0443593294358475,1.1538499999999998,0.63526027255676,0.2634800056984653,0.1880169254496911,0.6468332982566813,1.024701009900814,0.046359305855036,0.1160771937911508,0.0023940627244433,0.000718218817333,0.3,0.3300370961308339,0.2048041926613381,0.1311274509803921,0.0590770965270117,0.1012370412328625,0.1086595671112266,0.8074390433350159,0.084334000366423,,,,,,,,no_name,no_data_table
721,103.0,97.0,2.0,0,9,200,0,10,0.0096963892042128,0.0080271335808236,1.5178208436073803,0.1833329544315314,0.05,0.0,42.958125,2.835747098191145,0.0590043406393893,0.0490767448118761,0.0421836962590731,0.0372016918761859,0.7074924623115579,0.2072399236524211,,,,,20.0,2.0,0.0,-1.5586521368047117,0.1686927265833841,1.33434,0.4688392858965639,1.0,0.0,-0.011,0.0739669595908275,0.1,0.3162277660168379,-1.0,0.0,10,1,0,0.0,200,0.0,10,0,,0.3448275862068966,0.05756181085551,2.0,0.0,0.8392019430203985,0.0599310821077528,0.0202596912992423,0.1375365125504548,0.3467336683417085,0.0529694750446964,0.05,0.05,1.0,-0.0183333333333333,0.1232782659847125,0.4523809523809524,0.0413501302316945,0.7074924623115577,0.1078036773174557,1.6126165377205683,0.0585118043127514,,,,,,,,no_name,no_data_table
722,9959.0,5041.0,2.0,18,47,15000,0,0,0.2526733266531154,0.2488497744259508,0.8315525760599987,1.1810271458502914,0.0032,0.0,6912.4684,721.516255289142,,,6.058224406729567,24.509668473701524,110.57964828183044,277.14457649891085,17.131014564937008,36.4907257886937,16.80129552531707,36.0305410806349,312.5,3.7708333333333335,9.172668892417796,17.51310949834087,33.65052987603384,1.0810625,5.041578307946785,73.52083333333333,68.41891911531343,19.43252638888889,36.20299511775271,16.979166666666668,35.96421956128733,15.4375,34.644643594461094,48,0,0,0.0088652482269503,15000,22.0,48,26,,0.2123893805309734,0.3476975371903101,58.083333333333336,59.92613656804208,6.520232012197096,8.33753202663102,2.588673431958678,3.255903467916398,0.4654285905616316,0.4969543746362866,0.0032,0.0008666666666666,0.2708333333333333,17.516377314814815,36.01227700625985,0.3436858105332347,0.3755067040087786,110.5796482818299,215.0307751936432,0.737236503661736,0.1515845516182317,,,,,,,,no_name,no_data_table
723,547.0,453.0,2.0,0,24,1000,0,25,0.0083321794359947,0.0040833611507248,3.1699067665414384,2.59948568812618e-06,0.025,0.0,201.662375,20.008182525590684,0.0481237929592397,0.1194861551856447,0.0481237953205455,0.1194861608041287,1.0000000505440143,0.6431417513079482,,,,,40.0,1.66037766,0.1574553568343507,-0.9760483344524624,0.6078569503113671,1.218651624876,0.1441963837691731,1.9767236,0.6366204967721482,5.200000000726843e-10,1.0851727971758346e-08,-0.02464934,0.0884901347202425,-1.8115443600000003,0.1828697655484361,25,0,0,0.0266666666666666,1000,0.0,25,3,,0.1111111111111111,0.000559903619824,3.78826796,0.7815764695821773,1.0000000252720072,9.858567099898024e-09,0.1011550954369671,0.32115581414885,0.0,0.0,0.025,0.021,0.84,-0.0186548274,0.0587783076885088,0.1975308641975308,0.0073476007088342,1.000000050544015,1.9717134667370053e-08,1.881834548644526,0.0990779666964189,,,,,,,,no_name,no_data_table
724,260.0,208.0,2.0,0,2,468,0,0,0.2357904819040212,0.36529816066255,2.917153159897827,0.2193168530435787,0.0064102564102564,0.5,128.0,1.4789747012790837,0.0999494808187731,0.1365925395891285,1.0284601907728248,7.566097784262271,21.877554993186685,72.23988798281015,2.35391723150364,6.166354456611738,1.413323619504136,3.5502085824259577,156.0,2.863636363636364,7.720398011407536,3.129161572216964,2.1479309592939018,2.1565090909090907,5.831864583725268,6.727272727272728,15.440796022815071,3.136363636363637,8.019704269214456,3.0454545454545454,8.057464072071763,0.1818181818181818,0.4045199174779452,3,0,1,0.0181818181818181,468,0.0,2,9,2.0,0.1304347826086956,0.0225901040564823,6.545454545454546,15.108697073961316,1.963773309570255,4.452332458384795,2.0184101062255704,0.9979286650752448,0.0670949321912919,0.0465379680591093,0.0235042735042735,0.0021367521367521,0.0909090909090909,3.0454545454545454,8.057464072071763,0.2285714285714286,0.0491070707830788,21.87755499318669,67.7400277266692,1.2562377690048805,0.0439021425843392,,,,,,,,no_name,no_data_table
725,4885.0,3307.0,2.0,0,7,8192,0,7,0.0020838947744854,0.0007077121272788,4.031650382752771,0.8210264355925259,0.0009765625,0.0,3041.777404785156,306.0028664215338,0.0085287352816985,0.0064822142404318,0.0089140250606222,0.0167729674140905,2.589793332088138,4.308236395029557,,,,,1024.0,1.491432375,1.4216513804995408,0.6948980859983573,3.4339868778815497,0.9378300274875,0.8468758651530964,8.796524875000001,13.150188094810664,1.654425210586548,2.380243434980652,1.480731875,2.4155630004798607,0.380009125,1.883986344468667,8,0,0,0.0,8192,0.0,8,2,,0.0555555555555555,0.0329924272288726,8.41651575,13.151147288496574,1.0827400496945214,1.272777532743992,0.4692364234755676,0.987347698133662,0.0312388800297751,0.0883558433877956,0.0009765625,0.0003662109375,0.375,1.4707607019680635,2.277672326142396,0.10625,0.0436030377371737,2.5897933320881426,4.307910732353222,0.940787613129268,0.0778455637673581,,,,,,,,no_name,no_data_table
726,60.0,40.0,2.0,0,4,100,0,5,0.0894932752270106,0.1063813108937633,2.0,0.0,0.05,0.0,43.835,3.751467726238639,0.3128446927296038,0.3137653134121524,0.3128447091263475,0.313765331849191,1.0000000535062674,0.9655972948174076,,,,,20.0,1.48185965,0.1749373922135788,-0.6928194390044992,0.8183614066670007,1.08062992674,0.1856403894803025,2.1298912000000003,0.6963730636388085,-9.99999999717893e-09,3.60555127568314e-08,-0.0673032,0.1237654838159654,-1.7911876,0.1196268051872154,5,0,0,0.4,100,1.0,5,1,,0.25,0.0,3.9210788,0.7009857655178882,1.0000000267531333,2.5425503376241807e-08,0.2418395921108716,0.4187757336957763,0.0,0.0,0.05,0.04,0.8,-0.0468610833333333,0.0722115084910091,0.375,0.064972175950931,1.0000000535062676,5.0851008352638006e-08,0.6772925223399018,0.0792630803573761,,,,,,,,no_name,no_data_table
727,20420.0,20348.0,2.0,0,9,40768,0,10,5.624947842749776e-05,6.042161598763432e-05,1.526439183722315,0.1849884826319308,0.0002452904238618,0.0,,,0.0040759599372895,0.002588757004864,0.002810324856649,0.0017371010527994,0.7001563372509452,0.1058699505318425,,,,,4076.8,2.0,0.0,-1.5503368772438155,0.1579766418123921,1.33434,0.4688392858965639,1.0,0.0,0.0020064756671899,0.0039153317252065,0.1,0.3162277660168379,-1.0,0.0,10,1,0,0.0,40768,0.0,10,0,,0.3448275862068966,0.0430365535978863,2.0,0.0,0.8349423976267195,0.0579993285039733,-0.0038206586683283,0.0074233580431151,0.3499840557313513,0.0527059204952308,0.0002452904238618,0.0002452904238618,1.0,0.0033439620636088,0.0065252327599223,0.4523809523809524,0.0196442809186541,0.7001563372508756,0.1053563596891382,,,,,,,,,,no_name,no_data_table
728,3081.0,971.0,2.0,5,6,4052,0,1,0.0088812754316175,0.0169861113499971,1.0558062451952848,1.2941353967303653,0.0017275419545903,0.0,1167.7433366238895,98.29310218115852,0.0566027250825843,0.0679404512206889,0.0929303457492905,0.2275848055769145,14.02868532159123,36.61150191343333,281.7605515383281,745.4683486388137,281.7570339192685,745.459041893575,578.8571428571429,2.7142857142857144,6.317021600783229,17.00918039201662,30.397097477972714,1.6944,4.482961021467842,286.2857142857143,750.3947215267696,281.9487730926527,745.3962218881987,282.0,745.6610042997645,279.0,738.1646157870208,7,5,0,0.0,4052,0.0,7,4,,0.2592592592592593,0.3215172238506275,7.285714285714286,12.776466461353673,1.7577933429537833,3.5723926434863027,2.7459525656682278,3.2475571036326647,0.375242640461105,0.213872086143419,0.0017275419545903,0.0002467917077986,0.1428571428571428,281.93967340225566,745.5872711487747,0.5,0.2836908258106006,14.028685321591258,36.60596018485261,0.9087379027884972,0.1792570685445298,,,,,,,,no_name,no_data_table
729,27.0,17.0,2.0,0,2,44,0,2,0.1474627328187663,0.080298299469753,1.5803488643738282,0.006690219863851,0.0681818181818181,0.0,19.579545454545453,1.5680056278753038,0.4446574990192877,0.3550885029127892,28.778443174686164,19.08222638982939,141.6552011003686,131.51973698189997,32.32882939922782,35.627211156197845,28.359402844763707,37.4096631498835,14.666666666666666,19.03560225,12.3219845234374,-1.0939102534105989,0.5876103082960787,14.1326408594,10.016882650975017,52.280910000000006,42.29117512152269,35.01577677272727,35.087133451190134,34.78407166666667,35.465052553681744,17.789663666666666,27.93107216341242,3,0,0,0.6666666666666666,44,0.0,3,0,,0.3333333333333333,0.0278351107134452,34.49124633333333,16.988956763934695,10.866984225137005,5.945231906871943,0.2756908668715204,0.509198665136465,0.0232558139534883,0.0402802513388111,0.0681818181818181,0.0454545454545454,0.6666666666666666,34.75453948809524,35.4036297444895,0.4444444444444444,0.1230914909793327,141.65520110036866,118.67848209817494,0.4998677166406766,0.0457873672628473,,,,,,,,no_name,no_data_table
730,131.0,119.0,2.0,0,4,250,0,5,0.0458062921560121,0.0652334058326016,2.5848699190400284,0.0,0.02,0.0,107.042,9.226687544953975,0.1491127343519372,0.2866723129650573,0.1491127400450042,0.286672324737012,1.0000000512764795,0.6935327275509062,,,,,50.0,1.6508218,0.1361187130060329,-1.0713483167486435,0.2402689692138788,1.22936272788,0.0777169614338358,1.7892959999999998,0.2785356541827276,8.000000010000007e-09,2.0396078055218923e-08,0.0194886,0.0728235885920558,-1.8756332,0.236102085460294,5,0,0,0.1,250,0.0,5,0,,0.1666666666666666,0.0019178532059415,3.6649292,0.4947691851476807,1.0000000256382395,1.8634499912280577e-08,-0.0795511898185633,0.1010431107626061,0.0,0.0,0.02,0.016,0.8,0.0207393879999999,0.0224667923530576,0.2777777777777778,0.0267045228046385,1.00000005127648,3.7269000671962786e-08,0.7353101648352116,0.0708316656894741,,,,,,,,no_name,no_data_table
731,49.0,47.0,2.0,0,3,96,0,2,0.0597491784743176,0.0483186341293795,1.9774441910208744,0.0348189655918482,0.0416666666666666,0.0,46.739583333333336,1.304807238569959,0.1597379585458451,0.2109335751083602,1.25743042255117,1.649632985390547,33.45806839781772,34.45687427294748,60.4526368669434,87.05873376389397,59.9490705022647,87.25384975018326,24.0,7.795537500000001,6.593181243195504,0.131509538542144,1.8442518585457983,5.908383389999999,4.896994230044487,70.26342500000001,90.34678865122528,60.93006171875,86.88161875494437,60.9671,87.56536617658833,48.03235,75.18240542012916,4,0,0,0.1666666666666666,96,1.0,4,1,,0.25,0.0433680416555444,22.231075,18.57777103482816,4.741660677167034,3.825305638407747,-0.1324619322361744,0.7128298725393262,0.0310681367904212,0.0359947646444619,0.0416666666666666,0.03125,0.75,61.0768176724138,87.1082355336946,0.375,0.0613564982951352,33.45806839781771,34.23274304380509,0.5305426369755878,0.0740997034714356,,,,,,,,no_name,no_data_table
732,133.0,117.0,2.0,0,49,250,0,50,0.0200203646419432,0.0052370471453433,2.5848699190400284,0.0,0.2,0.0,26.1655,2.263350840703325,0.0492289029957009,0.0376455253356647,0.0492289060345658,0.0376455276874052,1.000000061455565,0.4381503199755107,,,,,5.0,1.7171026450000002,0.077457127328707,-1.1947649206624815,0.0783332857461888,1.266714551676,0.0556961695187304,1.7347053,0.0806447223393687,5.3600000001985396e-09,2.092724032608932e-08,-0.01047739,0.0574049975773895,-1.7252845199999995,0.0795358708827094,50,0,0,0.0,250,0.0,50,0,,0.1666666666666666,0.0018887686585995,3.45998982,0.0960865910054497,1.0000000307277817,2.2189690679538733e-08,0.0033246642227444,0.0935815505358485,0.0,0.0,0.2,0.176,0.88,-0.0006139649333333,0.0253502063149133,0.2777777777777778,0.017644638786399,1.0000000614555646,4.4379382995446486e-08,2.8549781509055694,0.0922538460886127,,,,,,,,no_name,no_data_table
733,153.0,56.0,2.0,0,5,209,0,4,0.1599038151735582,0.0387188883092295,2.1751203989810723,0.188188695366314,0.0287081339712918,0.0,100.11004784688996,8.616870164973323,0.4605266369119507,0.1438783740919472,2438105.0649935594,8870300.432334496,25437844.546980426,59388401.955889925,1530.694774221329,2987.5719157620947,732.9127173804585,1377.2398709518664,34.833333333333336,2577.1666666666665,4788.050351308627,12.708597831871248,6.297153810830091,1437.3807,2663.175813389047,16330.666666666666,26541.308081303505,2486.0215311004786,4697.558068250028,1688.0,3191.117923236307,24.166666666666668,31.549432113219822,6,0,0,0.5333333333333333,209,0.0,6,6,,0.2068965517241379,0.0802024877065537,16306.5,26512.66506219245,2656.502062487842,4696.489072357555,3.063655485429159,0.7085353747109456,0.0361422745771448,0.0165347026211435,0.0287081339712918,0.0047846889952153,0.1666666666666666,1793.9055118110236,3523.486098604701,0.3285714285714285,0.095003478826536,25437844.54698044,55233102.95802125,0.3808307712587289,0.2006681332703666,,,,,,,,no_name,no_data_table
734,7922.0,5828.0,2.0,0,39,13750,0,40,0.1747950445322924,0.3208971474009611,2.6002487467896698,1.76742215093323,0.0029090909090909,0.0,6217.92835,781.7727714749084,0.2253984120880762,0.3502777289799359,0.857152950198291,10.157901294729182,1712.56148290926,10703.64766536633,,,,,343.75,9.8018,53.18673893291398,916.396077672967,2080.582681320197,7.210217385,39.19543073961213,28.497475,154.69296895910938,-0.8504005054545454,3.107633455679291,-1.1077750000000002,4.186992932866235,-29.3243,154.4628781544415,40,0,0,0.1807692307692307,13750,1.0,40,39,,0.0852878464818763,0.1563505941681665,57.82177500000002,309.1149020311336,7.591278589244387,41.19912834887924,-4.556913388971333,16.99118165719825,0.0689994077639673,0.0903158094908683,0.0029090909090909,7.272727272727273e-05,0.025,-0.9741328,3.5807015366735837,0.1576953165499496,0.1929812583526342,1712.5614829092597,10703.453738347269,0.7457988166502584,0.2337035787288435,,,,,,,,no_name,no_data_table
735,5715.0,2477.0,2.0,0,11,8192,0,12,0.0365625739259243,0.0465836174718105,4.022848928073597,0.4240854895120533,0.00146484375,0.0,4038.9067993164062,148.1561384301673,0.2305190310285861,0.1963523444152462,819758015.0459423,3772100233.826381,21272739482.82905,53859681859.21258,84538.06575891179,251640.04560308973,3484.9326420403554,8283.252869837685,682.6666666666666,84099.93333333333,202199.79596059344,77.0020043706183,105.97142848858329,51591.749545,124038.40917745791,551006.3066666666,1000852.5275634186,135460.4337241618,380399.7395388676,121967.875,369459.2359898995,163.0,428.2582058864616,12,0,0,0.1212121212121212,8192,0.0,12,12,,0.0560747663551401,0.0317953543111147,550843.3066666666,1000640.9541783524,67245.7483771679,135179.6735985389,5.072446509836524,4.477000726748076,0.0018445486787795,0.0019273098091631,0.00146484375,0.0003662109375,0.25,127158.54316347982,381184.3287237275,0.1060975027455474,0.0407733833808114,21272739482.828934,52198117333.06463,0.4540433765886675,0.1317544969485339,,,,,,,,no_name,no_data_table
736,58.0,53.0,2.0,0,2,111,0,1,0.1290657292641133,0.088686710955689,1.9981127915175716,0.002195144462075,0.027027027027027,0.0,53.833333333333336,1.7892778296047684,0.4469902487889186,0.2195321510916521,511.1906087906088,472.6289421769424,3168.9508599508613,4615.419542290025,84.31802020922193,57.76455054422844,59.37083304269899,35.00818107042083,37.0,66.5,67.13977956472601,-0.1824155667196992,1.142932347740342,42.5012,43.436216099011205,199.66666666666663,121.63195851968072,101.56456456456458,74.26195654263961,105.66666666666669,90.97985124923724,21.666666666666668,30.74627348693388,3,0,0,0.3333333333333333,111,1.0,3,1,,0.25,0.0133763169296159,178.0,143.81585448065175,44.6527466229285,41.98362321750127,0.1765080040280811,0.922493401857302,0.0082470315608145,0.0077185242232169,0.027027027027027,0.018018018018018,0.6666666666666666,103.13930348258708,83.93072854373028,0.375,0.0799254211707079,3168.9508599508604,4480.110914010826,0.4399985000746351,0.0669006773096877,,,,,,,,no_name,no_data_table
737,1566.0,1541.0,2.0,0,5,3107,0,6,0.1993831661757331,0.2160367390034667,3.80735325218299,1.0801054215229396e-06,0.0019311232700354,0.0,1541.7701158673965,31.11229265399957,0.5717853398136804,0.3560979815435797,1042050.6574456056,1691631.1866858515,21948578712473.324,53762818424869.27,,,,,517.8333333333334,2442627.295100167,5983187.187886563,1.950799688086217,3.167536080763252,1799277.5102131623,4407309.389766181,-11268321.234109668,27601667.94666788,-15273134.720528873,37411405.85815251,-15028608.453733668,36812441.00784216,-20704981.05461883,50716646.39563023,6,0,0,0.4,3107,0.0,6,6,,0.0714285714285714,0.0001092969598254,9436659.820509167,23114978.44896318,1912616.01172261,4684930.569924249,0.0334383182509371,0.7135944085581123,1.0971693061914676e-05,1.2968752953564378e-05,0.0019311232700354,0.0003218538783392,0.1666666666666666,-15062206.114277683,36894738.20089493,0.1326530612244898,0.0164331221390803,21948578712473.324,53762818424869.055,0.3696234258819158,0.1126943037579597,,,,,,,,no_name,no_data_table
739,33.0,29.0,2.0,0,6,62,7,4,0.2705729541987582,0.2258065786789381,1.0933341328031148,0.7487827115183995,0.1129032258064516,0.0,inf,,,,,,,,,,,,8.857142857142858,,,,,,,,,,,,,,,7,0,0,0.1904761904761904,62,2.0,7,2,,0.4117647058823529,0.2382186022685742,,,,,,,0.0811936261972482,0.0988708719870383,0.1129032258064516,,,29.13228571428571,42.62888340933355,0.4958677685950413,0.1879398981891236,,,,,,,,,,,,no_name,no_data_table
740,560.0,440.0,2.0,0,9,1000,0,10,0.0251374873521022,0.0467911168238264,3.1699075463871447,4.110147759744423e-06,0.01,0.0,327.3645,32.102127539971434,0.1353916382460178,0.2591162889130624,0.1353916449258277,0.2591163010951551,1.0000000541110328,0.916406716827536,,,,,100.0,1.62554905,0.2074321896616927,-0.7098427123165865,1.0117534036597324,1.1843053278000002,0.202054204133277,2.2410559,0.9293057057078749,-1.9999999789632764e-10,1.1688550901902316e-08,-0.0633596999999999,0.1121233542879844,-1.8366448,0.2533238130811147,10,0,0,0.1555555555555555,1000,0.0,10,2,,0.1111111111111111,0.0005496565719302,4.0777007,1.0206975385605508,1.0000000270555165,7.066734488867692e-09,0.2283118056246911,0.480293475917686,1.0020030040050944e-07,3.1686117149869177e-07,0.01,0.007,0.7,-0.0399584791666666,0.0797085386096357,0.1975308641975308,0.0110941952585654,1.0000000541110332,1.4133469445852931e-08,1.070526119435587,0.0898083990456698,,,,,,,,no_name,no_data_table
741,515.0,509.0,2.0,0,1,1024,0,0,0.039057229312197,0.0327634523924032,2.578742317304411,1.031473505553771,0.001953125,1.0,331.60888671875,23.854657949659813,0.2350311103917849,0.1594355812317616,0.3274967734298631,0.5449017397834801,45.97757381017839,102.42493239978523,26.66229857055921,59.61871204016587,26.50547218783805,59.26803758773595,512.0,4.8,9.628083921528727,0.5152070127407837,3.122544856473718,2.66868,5.967349890194138,38.2,83.18172876299218,27.0259765625,59.87300250916462,26.0,58.137767414994535,20.0,44.7213595499958,2,0,1,0.1,1024,0.0,1,3,1.0,0.1428571428571428,0.0934281746530631,18.2,38.46036921299638,3.3577948449682053,6.586234469452494,1.2432092045274117,0.9359300624693104,0.1306445265389547,0.1677573158499219,0.0048828125,0.0009765625,0.2,26.45194805194805,58.85989944110922,0.3,0.0910896189400077,45.97757381017839,102.41579163312882,0.4304406443634561,0.1515799641011904,,,,,,,,no_name,no_data_table
742,283.0,217.0,2.0,0,99,500,0,100,0.0121805195240143,0.0030380413720159,2.8073203201603487,0.0,0.2,0.0,22.2578125,2.3664069583847223,0.035493693507218,0.0381219703963219,0.0354936954488954,0.0381219720448218,1.0000000554272614,0.5208448498666199,,,,,5.0,1.70739327,0.0916484713283469,-1.134816629419952,0.3784475884405829,1.2634912606679998,0.0784486239792566,1.80595395,0.4203268563290744,1.4200000000563763e-09,1.3737201573385172e-08,-0.011262,0.0558345660604303,-1.7335001199999995,0.1047192407675635,100,0,0,0.0014141414141414,500,0.0,100,3,,0.1428571428571428,0.0009904510364835,3.5394540699999992,0.4685481754793151,1.00000002771363,1.2816797298841164e-08,0.0351507267281584,0.1780373275514383,3.212838502656441e-07,1.0950153788309116e-06,0.2,0.172,0.86,-0.0059927670666666,0.0317861509434342,0.2448979591836734,0.0110840724425083,1.0000000554272614,2.5633595277331712e-08,4.024289698683183,0.0935694151317029,,,,,,,,no_name,no_data_table
743,543.0,457.0,2.0,0,4,1000,0,5,0.0270840200598538,0.0485174027348528,3.1699088461299887,5.812626705187956e-06,0.005,0.0,431.376,35.378563661725536,0.1605395094389985,0.2836935283561618,0.1605395168502297,0.2836935404161152,1.0000000537918745,0.7007380354203425,,,,,200.0,1.67674675,0.0982919301085737,-1.0970539116754507,0.2109097423383715,1.25044648596,0.0708971754215711,1.847631,0.2456479235297949,1.1999999978584695e-09,6.300793601781683e-09,-0.0128037999999999,0.0210439475105076,-1.8403218000000003,0.2701165799080092,5,0,0,0.1,1000,0.0,5,0,,0.111111111111111,0.0005318160234783,3.6879528000000006,0.5144796862726457,1.0000000268959368,9.853540802204844e-09,0.0019401860955286,0.0299136961966264,0.0,0.0,0.005,0.004,0.8,0.0005921773333333,0.0083294586101439,0.1975308641975308,0.0115227366141549,1.0000000537918747,1.9707082097932135e-08,0.7331615197116964,0.0647740642012632,,,,,,,,no_name,no_data_table
744,141.0,109.0,2.0,0,4,250,0,5,0.1202003757796801,0.0986388630602873,2.5848699190400284,0.0,0.02,0.0,114.194,8.62996344582671,0.5393395522248035,0.293181860124716,0.5393395740256051,0.2931818722886041,1.0000000402442333,1.356921562443658,,,,,50.0,1.49237815,0.233555728850244,-0.2718045889243622,1.1569326818675705,1.0968188809199997,0.1978568606734073,2.5891526,1.0508756743922183,1.2000000001144427e-08,1.60000000015148e-08,-0.1169244,0.1217519786170844,-1.8505004,0.2050101891755626,5,0,0,0.7000000000000001,250,0.0,5,2,,0.1666666666666666,0.0019178532059415,4.439653,0.9253073767216492,1.0000000201221162,3.992874282230875e-09,0.4147880982551368,0.5839666125404596,0.0,0.0,0.02,0.012,0.6,-0.0710722533333333,0.0967874114491226,0.2777777777777778,0.0432201793831479,1.0000000402442333,7.985748714333446e-09,0.577774042576659,0.0746583498757324,,,,,,,,no_name,no_data_table
