MajorityClassSize,MinorityClassSize,NumberOfClasses,NumberOfBinaryFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfNumericFeatures,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,did
60,40,2,0,4,100,0,5,0.08949327522701063,0.10638131089376339,2.0,0.0,0.05,0.0,43.835,3.751467726238639,0.3128446927296038,0.3137653134121524,0.31284470912634754,0.313765331849191,1.0000000535062674,0.9655972948174075,,,,,20.0,1.48185965,0.17493739221357882,-0.6928194390044992,0.8183614066670007,1.08062992674,0.18564038948030256,2.1298912000000003,0.6963730636388085,-9.99999999717893e-09,3.6055512756831395e-08,-0.06730320000000001,0.12376548381596543,-1.7911876,0.11962680518721547,5,0,0,0.4,100,1.0,5,1,,0.25,0.0,3.9210788,0.7009857655178882,1.0000000267531333,2.5425503376241807e-08,0.24183959211087167,0.4187757336957763,0.0,0.0,0.05,0.04,0.8,-0.046861083333333324,0.0722115084910091,0.375,0.06497217595093105,1.0000000535062676,5.0851008352638006e-08,0.6772925223399018,0.0792630803573761,726
20420,20348,2,0,9,40768,0,10,5.624947842749776e-05,6.0421615987634317e-05,1.526439183722315,0.18498848263193085,0.0002452904238618524,0.0,,,0.0040759599372895555,0.002588757004864022,0.0028103248566490584,0.0017371010527994567,0.7001563372509452,0.10586995053184259,,,,,4076.8,2.0,0.0,-1.5503368772438157,0.15797664181239215,1.3343399999999999,0.46883928589656393,1.0,0.0,0.0020064756671899528,0.003915331725206537,0.1,0.31622776601683794,-1.0,0.0,10,1,0,0.0,40768,0.0,10,0,,0.3448275862068966,0.04303655359788631,2.0,0.0,0.8349423976267195,0.057999328503973324,-0.0038206586683283902,0.007423358043115109,0.34998405573135133,0.05270592049523081,0.0002452904238618524,0.0002452904238618524,1.0,0.0033439620636088628,0.006525232759922334,0.4523809523809524,0.019644280918654125,0.7001563372508756,0.10535635968913826,,,727
3081,971,2,5,6,4052,0,1,0.008881275431617545,0.01698611134999716,1.0558062451952848,1.2941353967303653,0.0017275419545903258,0.0,1167.7433366238895,98.29310218115852,0.0566027250825843,0.06794045122068894,0.0929303457492905,0.2275848055769145,14.02868532159123,36.61150191343333,281.7605515383281,745.4683486388137,281.7570339192685,745.459041893575,578.8571428571429,2.7142857142857144,6.317021600783229,17.00918039201662,30.397097477972714,1.6944,4.482961021467842,286.2857142857143,750.3947215267696,281.9487730926527,745.3962218881987,282.0,745.6610042997645,279.0,738.1646157870208,7,5,0,0.0,4052,0.0,7,4,,0.2592592592592593,0.3215172238506275,7.285714285714286,12.776466461353673,1.7577933429537833,3.5723926434863027,2.7459525656682273,3.2475571036326647,0.37524264046110506,0.213872086143419,0.0017275419545903258,0.00024679170779861795,0.14285714285714285,281.93967340225566,745.5872711487747,0.5,0.2836908258106006,14.028685321591258,36.60596018485261,0.9087379027884972,0.1792570685445298,728
27,17,2,0,2,44,0,2,0.14746273281876635,0.08029829946975302,1.5803488643738282,0.006690219863851069,0.06818181818181818,0.0,19.579545454545453,1.5680056278753038,0.44465749901928775,0.3550885029127892,28.778443174686164,19.08222638982939,141.6552011003686,131.51973698189997,32.32882939922782,35.627211156197845,28.359402844763707,37.4096631498835,14.666666666666666,19.03560225,12.3219845234374,-1.0939102534105987,0.5876103082960787,14.132640859399999,10.016882650975015,52.280910000000006,42.29117512152269,35.01577677272727,35.087133451190134,34.78407166666667,35.465052553681744,17.789663666666666,27.93107216341242,3,0,0,0.6666666666666666,44,0.0,3,0,,0.3333333333333333,0.027835110713445212,34.49124633333333,16.988956763934695,10.866984225137005,5.945231906871943,0.27569086687152045,0.509198665136465,0.023255813953488372,0.0402802513388111,0.06818181818181818,0.045454545454545456,0.6666666666666666,34.75453948809524,35.4036297444895,0.4444444444444444,0.12309149097933272,141.65520110036866,118.67848209817494,0.4998677166406766,0.04578736726284736,729
131,119,2,0,4,250,0,5,0.04580629215601213,0.0652334058326016,2.5848699190400284,0.0,0.02,0.0,107.042,9.226687544953977,0.1491127343519372,0.28667231296505735,0.1491127400450042,0.28667232473701204,1.0000000512764797,0.6935327275509062,,,,,50.0,1.6508218,0.1361187130060329,-1.0713483167486437,0.24026896921387889,1.2293627278800001,0.07771696143383582,1.7892959999999998,0.27853565418272763,8.000000010000007e-09,2.039607805521892e-08,0.019488600000000002,0.07282358859205582,-1.8756332,0.23610208546029401,5,0,0,0.1,250,0.0,5,0,,0.16666666666666666,0.0019178532059415383,3.6649292000000004,0.49476918514768076,1.0000000256382395,1.8634499912280577e-08,-0.07955118981856331,0.1010431107626061,0.0,0.0,0.02,0.016,0.8,0.02073938799999999,0.02246679235305761,0.2777777777777778,0.026704522804638545,1.00000005127648,3.726900067196278e-08,0.7353101648352116,0.07083166568947416,730
49,47,2,0,3,96,0,2,0.05974917847431765,0.04831863412937952,1.9774441910208742,0.034818965591848244,0.041666666666666664,0.0,46.739583333333336,1.304807238569959,0.15973795854584513,0.2109335751083602,1.25743042255117,1.649632985390547,33.45806839781772,34.45687427294748,60.4526368669434,87.05873376389397,59.9490705022647,87.25384975018326,24.0,7.795537500000001,6.593181243195504,0.13150953854214403,1.8442518585457985,5.908383389999999,4.896994230044487,70.26342500000001,90.34678865122527,60.930061718750004,86.88161875494437,60.9671,87.56536617658833,48.03235,75.18240542012916,4,0,0,0.16666666666666666,96,1.0,4,1,,0.25,0.043368041655544434,22.231075,18.577771034828157,4.741660677167034,3.825305638407747,-0.13246193223617445,0.7128298725393262,0.031068136790421225,0.03599476464446196,0.041666666666666664,0.03125,0.75,61.076817672413796,87.1082355336946,0.375,0.06135649829513525,33.45806839781771,34.23274304380509,0.5305426369755878,0.07409970347143566,731
133,117,2,0,49,250,0,50,0.0200203646419432,0.005237047145343351,2.5848699190400284,0.0,0.2,0.0,26.1655,2.263350840703325,0.04922890299570094,0.0376455253356647,0.04922890603456583,0.03764552768740524,1.000000061455565,0.43815031997551074,,,,,5.0,1.7171026450000002,0.07745712732870706,-1.1947649206624817,0.07833328574618886,1.266714551676,0.05569616951873049,1.7347053,0.08064472233936872,5.3600000001985396e-09,2.0927240326089318e-08,-0.01047739,0.057404997577389566,-1.7252845199999995,0.0795358708827094,50,0,0,0.0,250,0.0,50,0,,0.16666666666666666,0.0018887686585995443,3.45998982,0.09608659100544971,1.0000000307277817,2.2189690679538733e-08,0.0033246642227444502,0.09358155053584852,0.0,0.0,0.2,0.176,0.88,-0.0006139649333333276,0.02535020631491335,0.2777777777777778,0.017644638786399026,1.0000000614555646,4.4379382995446486e-08,2.8549781509055694,0.09225384608861271,732
153,56,2,0,5,209,0,4,0.15990381517355823,0.038718888309229524,2.1751203989810723,0.18818869536631408,0.028708133971291867,0.0,100.11004784688996,8.616870164973323,0.4605266369119507,0.14387837409194723,2438105.0649935594,8870300.432334496,25437844.546980426,59388401.955889925,1530.694774221329,2987.5719157620947,732.9127173804585,1377.2398709518664,34.833333333333336,2577.1666666666665,4788.050351308627,12.708597831871247,6.297153810830091,1437.3807,2663.175813389047,16330.666666666666,26541.308081303505,2486.0215311004786,4697.558068250028,1688.0,3191.117923236307,24.166666666666668,31.549432113219826,6,0,0,0.5333333333333333,209,0.0,6,6,,0.2068965517241379,0.08020248770655379,16306.5,26512.66506219245,2656.502062487842,4696.489072357555,3.063655485429159,0.7085353747109456,0.03614227457714484,0.016534702621143534,0.028708133971291867,0.004784688995215311,0.16666666666666666,1793.9055118110236,3523.486098604701,0.32857142857142857,0.09500347882653609,25437844.546980437,55233102.95802125,0.38083077125872894,0.20066813327036662,733
7922,5828,2,0,39,13750,0,40,0.17479504453229244,0.32089714740096115,2.6002487467896698,1.76742215093323,0.002909090909090909,0.0,6217.92835,781.7727714749084,0.22539841208807623,0.3502777289799359,0.857152950198291,10.157901294729182,1712.56148290926,10703.64766536633,,,,,343.75,9.8018,53.18673893291398,916.396077672967,2080.582681320197,7.210217385,39.19543073961213,28.497475,154.69296895910938,-0.8504005054545454,3.107633455679291,-1.1077750000000002,4.186992932866235,-29.3243,154.4628781544415,40,0,0,0.18076923076923077,13750,1.0,40,39,,0.08528784648187633,0.1563505941681665,57.82177500000002,309.11490203113357,7.591278589244387,41.19912834887924,-4.556913388971333,16.99118165719825,0.06899940776396733,0.09031580949086838,0.002909090909090909,7.272727272727273e-05,0.025,-0.9741328000000001,3.5807015366735833,0.15769531654994962,0.19298125835263427,1712.5614829092597,10703.453738347269,0.7457988166502584,0.2337035787288435,734
5715,2477,2,0,11,8192,0,12,0.036562573925924324,0.04658361747181055,4.022848928073597,0.4240854895120533,0.00146484375,0.0,4038.9067993164062,148.1561384301673,0.2305190310285861,0.19635234441524624,819758015.0459423,3772100233.826381,21272739482.829052,53859681859.21258,84538.06575891179,251640.04560308973,3484.9326420403554,8283.252869837685,682.6666666666666,84099.93333333333,202199.79596059342,77.0020043706183,105.97142848858329,51591.749545,124038.40917745791,551006.3066666666,1000852.5275634186,135460.4337241618,380399.7395388676,121967.875,369459.2359898995,163.0,428.25820588646155,12,0,0,0.12121212121212122,8192,0.0,12,12,,0.056074766355140186,0.03179535431111479,550843.3066666666,1000640.9541783523,67245.7483771679,135179.6735985389,5.0724465098365235,4.477000726748076,0.0018445486787795307,0.0019273098091631856,0.00146484375,0.0003662109375,0.25,127158.54316347982,381184.3287237275,0.10609750274554744,0.04077338338081141,21272739482.828934,52198117333.06463,0.4540433765886675,0.13175449694853394,735
58,53,2,0,2,111,0,1,0.1290657292641133,0.08868671095568907,1.9981127915175714,0.0021951444620750588,0.02702702702702703,0.0,53.833333333333336,1.7892778296047684,0.4469902487889186,0.21953215109165214,511.1906087906088,472.6289421769424,3168.9508599508613,4615.419542290025,84.31802020922193,57.76455054422844,59.37083304269899,35.00818107042083,37.0,66.5,67.13977956472601,-0.18241556671969925,1.142932347740342,42.501200000000004,43.436216099011205,199.66666666666666,121.63195851968072,101.56456456456458,74.26195654263961,105.66666666666667,90.97985124923723,21.666666666666668,30.74627348693388,3,0,0,0.3333333333333333,111,1.0,3,1,,0.25,0.013376316929615942,178.0,143.81585448065175,44.6527466229285,41.98362321750127,0.17650800402808117,0.9224934018573021,0.008247031560814551,0.007718524223216959,0.02702702702702703,0.018018018018018018,0.6666666666666666,103.13930348258707,83.93072854373028,0.375,0.0799254211707079,3168.9508599508604,4480.110914010826,0.43999850007463515,0.06690067730968773,736
1566,1541,2,0,5,3107,0,6,0.19938316617573312,0.21603673900346673,3.80735325218299,1.0801054215229396e-06,0.0019311232700354038,0.0,1541.7701158673963,31.112292653999575,0.5717853398136804,0.35609798154357974,1042050.6574456057,1691631.1866858515,21948578712473.324,53762818424869.266,,,,,517.8333333333334,2442627.295100167,5983187.187886563,1.950799688086217,3.1675360807632518,1799277.5102131625,4407309.389766181,-11268321.234109668,27601667.946667876,-15273134.720528873,37411405.85815251,-15028608.453733668,36812441.00784216,-20704981.05461883,50716646.39563023,6,0,0,0.4,3107,0.0,6,6,,0.07142857142857145,0.00010929695982542908,9436659.820509167,23114978.44896318,1912616.01172261,4684930.569924249,0.03343831825093715,0.7135944085581123,1.0971693061914676e-05,1.2968752953564378e-05,0.0019311232700354038,0.000321853878339234,0.16666666666666666,-15062206.114277685,36894738.20089493,0.1326530612244898,0.016433122139080342,21948578712473.324,53762818424869.055,0.3696234258819158,0.11269430375795977,737
33,29,2,0,6,62,7,4,0.27057295419875826,0.22580657867893816,1.0933341328031148,0.7487827115183995,0.11290322580645161,0.0,inf,,,,,,,,,,,,8.857142857142858,,,,,,,,,,,,,,,7,0,0,0.19047619047619047,62,2.0,7,2,,0.4117647058823529,0.23821860226857428,,,,,,,0.0811936261972482,0.09887087198703837,0.11290322580645161,,,29.13228571428571,42.62888340933355,0.49586776859504134,0.18793989818912366,,,,,739
560,440,2,0,9,1000,0,10,0.025137487352102205,0.04679111682382648,3.1699075463871447,4.1101477597444225e-06,0.01,0.0,327.3645,32.102127539971434,0.13539163824601788,0.2591162889130624,0.1353916449258277,0.25911630109515515,1.0000000541110328,0.9164067168275359,,,,,100.0,1.62554905,0.20743218966169275,-0.7098427123165865,1.0117534036597324,1.1843053278000002,0.202054204133277,2.2410559,0.9293057057078747,-1.9999999789632764e-10,1.1688550901902316e-08,-0.06335969999999999,0.11212335428798448,-1.8366447999999997,0.25332381308111473,10,0,0,0.15555555555555556,1000,0.0,10,2,,0.11111111111111113,0.000549656571930299,4.0777007,1.0206975385605508,1.0000000270555163,7.066734488867692e-09,0.2283118056246911,0.48029347591768606,1.0020030040050944e-07,3.1686117149869177e-07,0.01,0.007,0.7,-0.039958479166666665,0.07970853860963573,0.19753086419753085,0.0110941952585654,1.0000000541110332,1.4133469445852933e-08,1.070526119435587,0.08980839904566985,740
515,509,2,0,1,1024,0,0,0.039057229312197,0.03276345239240325,2.578742317304411,1.031473505553771,0.001953125,1.0,331.60888671875,23.854657949659813,0.23503111039178495,0.15943558123176166,0.32749677342986316,0.5449017397834801,45.97757381017839,102.42493239978525,26.66229857055921,59.61871204016587,26.505472187838052,59.26803758773595,512.0,4.8,9.628083921528727,0.5152070127407837,3.122544856473718,2.6686799999999997,5.967349890194138,38.2,83.18172876299218,27.0259765625,59.87300250916462,26.0,58.137767414994535,20.0,44.721359549995796,2,0,1,0.1,1024,0.0,1,3,1.0,0.14285714285714285,0.0934281746530631,18.2,38.46036921299638,3.3577948449682053,6.586234469452494,1.2432092045274115,0.9359300624693105,0.1306445265389547,0.16775731584992193,0.0048828125,0.0009765625,0.2,26.45194805194805,58.85989944110922,0.3,0.09108961894000775,45.97757381017839,102.41579163312882,0.43044064436345614,0.15157996410119043,741
283,217,2,0,99,500,0,100,0.012180519524014338,0.0030380413720159666,2.8073203201603487,0.0,0.2,0.0,22.2578125,2.3664069583847223,0.03549369350721805,0.03812197039632193,0.03549369544889547,0.03812197204482186,1.0000000554272614,0.5208448498666199,,,,,5.0,1.7073932699999999,0.09164847132834693,-1.134816629419952,0.37844758844058296,1.2634912606679998,0.07844862397925668,1.8059539499999997,0.4203268563290744,1.4200000000563763e-09,1.373720157338517e-08,-0.011262,0.05583456606043039,-1.7335001199999995,0.10471924076756359,100,0,0,0.0014141414141414141,500,0.0,100,3,,0.14285714285714282,0.0009904510364835653,3.5394540699999992,0.4685481754793151,1.00000002771363,1.2816797298841164e-08,0.03515072672815847,0.17803732755143836,3.2128385026564406e-07,1.0950153788309116e-06,0.2,0.172,0.86,-0.005992767066666669,0.03178615094343429,0.24489795918367344,0.011084072442508322,1.0000000554272614,2.563359527733171e-08,4.024289698683183,0.09356941513170293,742
543,457,2,0,4,1000,0,5,0.027084020059853893,0.04851740273485281,3.1699088461299887,5.812626705187956e-06,0.005,0.0,431.376,35.378563661725536,0.16053950943899853,0.2836935283561618,0.1605395168502297,0.2836935404161152,1.0000000537918745,0.7007380354203425,,,,,200.0,1.67674675,0.09829193010857379,-1.0970539116754507,0.21090974233837156,1.25044648596,0.07089717542157116,1.8476309999999998,0.24564792352979492,1.1999999978584695e-09,6.300793601781683e-09,-0.012803799999999999,0.021043947510507623,-1.8403218000000003,0.27011657990800925,5,0,0,0.1,1000,0.0,5,0,,0.11111111111111109,0.0005318160234783108,3.6879528000000006,0.5144796862726457,1.0000000268959368,9.853540802204844e-09,0.0019401860955286711,0.02991369619662645,0.0,0.0,0.005,0.004,0.8,0.0005921773333333387,0.008329458610143907,0.19753086419753085,0.011522736614154917,1.0000000537918747,1.9707082097932138e-08,0.7331615197116964,0.06477406420126328,743
141,109,2,0,4,250,0,5,0.12020037577968012,0.09863886306028734,2.5848699190400284,0.0,0.02,0.0,114.194,8.62996344582671,0.5393395522248035,0.293181860124716,0.5393395740256051,0.2931818722886041,1.0000000402442333,1.3569215624436581,,,,,50.0,1.49237815,0.23355572885024406,-0.27180458892436227,1.1569326818675705,1.0968188809199997,0.19785686067340733,2.5891526,1.0508756743922185,1.2000000001144427e-08,1.60000000015148e-08,-0.1169244,0.12175197861708449,-1.8505004,0.20501018917556266,5,0,0,0.7000000000000001,250,0.0,5,2,,0.16666666666666666,0.0019178532059415383,4.439653,0.9253073767216493,1.0000000201221162,3.992874282230875e-09,0.4147880982551368,0.5839666125404596,0.0,0.0,0.02,0.012,0.6,-0.07107225333333336,0.09678741144912263,0.2777777777777778,0.0432201793831479,1.0000000402442333,7.985748714333446e-09,0.577774042576659,0.07465834987573247,744
105,54,2,0,14,159,0,11,0.16920053650986966,0.12015414596024974,2.2763207090806543,0.05729133734391252,0.09433962264150944,0.07142857142857142,44.24135220125786,4.9787894554424446,0.29283959206191235,0.24103062155229973,604.0630922398694,4439.13218445601,22630.04594578259,71948.16809464742,414.827256627902,1223.0255992685654,411.0278358659263,1215.3984441854102,10.6,81.28575000000001,219.8235542505745,3.4480876314419917,10.556252115046448,52.4158404,142.838375407622,598.4905,1672.842686011402,418.8828050314466,1230.8702826856738,415.66700000000003,1238.4359751850848,309.70050000000003,961.432592335521,15,0,1,0.19999999999999998,159,0.0,14,16,14.0,0.19736842105263158,0.05686839709634973,288.79,763.8740064889457,54.2244452889826,143.96547641301376,1.2405755470070958,1.6458129206519718,0.031728248709190034,0.03728360200508671,0.12578616352201258,0.012578616352201259,0.1,414.75373711340205,1226.4809715216518,0.3168831168831169,0.08104074139874029,22630.045945782585,69117.27324956936,1.383112113543124,0.1917728945499994,745
143,107,2,0,24,250,0,25,0.019656043285093305,0.006127130700627523,2.5848699190400284,0.0,0.1,0.0,44.619,4.693210537638644,0.05502571463221284,0.06415821466126309,0.05502571759109604,0.06415821717371994,1.0000000554194404,0.4222080501528722,,,,,10.0,1.74393079,0.0830521477060773,-1.2117073222234402,0.10484081647020044,1.291237526628,0.06176552982997625,1.7461781599999997,0.11878936932819369,1.2800000043000636e-09,1.899894733779368e-08,-0.0172493,0.07201991097519492,-1.7053406800000002,0.10711672109888665,25,0,0,0.0033333333333333335,250,0.0,25,0,,0.16666666666666663,0.0018919350793616101,3.45151884,0.1817715438956916,1.0000000277097199,1.774162012847227e-08,0.022588825367930977,0.09557483063852505,0.0,0.0,0.1,0.088,0.88,-0.005132858933333341,0.02567458718031433,0.27777777777777785,0.018221006069839195,1.0000000554194404,3.5483241276003054e-08,1.9968181344685338,0.09106372939268619,746
129,38,2,0,3,167,0,0,0.07759179807949229,0.1738377180477628,2.1777629959197107,0.2027160746761364,0.023952095808383235,,29.558383233532933,2.882284656344533,0.0982018199816049,0.1504829122424302,0.014816451434480434,0.0216186005215011,0.1553278984200274,0.11016452588647797,0.0,0.0,0.0,0.0,41.75,0.125,0.3415650255319866,0.7118268796948525,1.3576518090189575,0.0,0.0,1.0,0.0,0.19797904191616766,0.06839531862548805,0.0,0.0,0.0,0.0,4,0,4,0.016666666666666666,167,0.0,0,14,0.0,0.21052631578947367,0.06963931859419015,1.0,0.0,0.3919412763442842,0.04270749277137357,1.5802483594961914,0.47359303037180595,0.20775602409638555,0.025150602409638553,0.09580838323353294,0.0718562874251497,0.75,0.039603960396039604,0.0870686861932206,0.3333333333333333,0.07273349625192006,0.15532789842002742,0.03476032225152511,1.956502649770702,0.08555447526493275,747
116,47,2,0,4,163,0,2,0.2863149692249695,0.3132101749988324,1.7281023051054483,0.7012290689099562,0.03067484662576687,0.6666666666666666,50.872699386503065,3.6240013628873675,0.46738185248284647,0.2536980269597974,264.06983530495603,920.3206757144015,7353.571714419279,17862.128443802623,22.449719990240364,52.72517638710096,10.524931652994375,23.652277004487225,32.6,59.577551666666665,136.2653326916499,0.7908937534871529,4.844406199222637,30.137037531999997,70.25324227714728,180.80406166666668,367.2421325869116,41.29899393660532,91.30833632561273,27.673905,62.40731700445189,1.2986266666666666,2.4121283788941805,5,2,2,0.3333333333333333,163,0.0,3,2,1.5,0.2631578947368421,0.1473513368182816,179.505435,364.99756711413204,39.31218862092039,83.48501810686125,0.4758404635071114,1.3368007483656579,0.202439893928105,0.2688804258848387,0.03680981595092025,0.006134969325153374,0.16666666666666666,32.894380420875414,74.60128130117586,0.4028776978417266,0.158260200310509,7353.571714419281,17717.056483992186,0.6169506245451855,0.10476629795508699,748
263,237,2,0,4,500,0,5,0.10851331056028417,0.08754363232046786,2.8073203201603487,0.0,0.01,0.0,229.896,16.66858925450714,0.5546863941923108,0.2907131951022794,0.554686427140914,0.29071321084742846,1.0000000639254731,1.3851710838727684,,,,,100.0,1.5000061500000001,0.2542582195042203,-0.2762635511516033,1.2181014604068146,1.07366793366,0.25047858584927246,2.7797468000000003,1.1092139273896626,-2.799999996128122e-09,1.9829271293683785e-08,-0.09770509999999999,0.15149146265524338,-1.8092257999999997,0.2965707284219061,5,0,0,0.7000000000000001,500,0.0,5,2,,0.14285714285714285,0.0010041928905068684,4.5889726,1.1021951488834907,1.000000031962736,1.281564391327071e-08,0.41877917104154727,0.6121631417302031,0.0,0.0,0.01,0.006,0.6,-0.07332168199999997,0.10919582739075614,0.2448979591836735,0.033016228827194974,1.0000000639254725,2.5631288660587865e-08,0.5728614866927096,0.07243930065439319,749
254,246,2,0,6,500,0,6,0.0392193807050729,0.04818728215232304,2.7881557773157093,0.03816938693513213,0.014,0.0,227.33,18.06493242630966,0.17900503869280543,0.14828910664409026,11.302329987269035,37.96553691068804,1058.047260914986,2759.751135587581,,,,,71.42857142857143,24.293637857142862,53.614436235174715,0.46813241153688523,1.9227734084822865,14.893570553999998,31.410028470023175,61.649387142857144,130.91214607468254,23.996290077142856,51.803567027925936,18.538512857142855,37.000375364507995,-1.8857414285714285,8.18707286041116,7,0,0,0.047619047619047616,500,0.0,7,5,,0.14285714285714285,0.024197107265125722,63.53512857142857,128.30285617572397,14.797872510974216,31.28762164831211,-0.04534969572139171,0.5589909482673512,0.010679349054730352,0.013822552618843822,0.014,0.002,0.14285714285714285,22.6367218,48.14819249112547,0.24489795918367346,0.03130175536335185,1058.0472609149851,2757.8475154454854,0.7016428178622611,0.09248098291136686,750
560,440,2,0,9,1000,0,10,0.02745125980499473,0.04708038398671734,3.169907546387145,4.1101477597444225e-06,0.01,0.0,340.876,33.84585938408785,0.16806420744998724,0.2694541500681505,0.1680642160456735,0.26945416294712976,1.0000000582428747,0.9961810581835678,,,,,100.0,1.588264975,0.2303793106211667,-0.5938343626043596,1.0403695049328985,1.1542152195,0.22074187742936172,2.4587877,1.0762588905693493,-5.800000000544259e-09,4.36653943677721e-09,-0.079035,0.11535701032519292,-1.8199416,0.21179548959849612,10,0,0,0.17777777777777778,1000,0.0,10,3,,0.11111111111111113,0.000549656571930299,4.2787293,1.1602262509618113,1.0000000291214368,1.3266442592896535e-08,0.305283578243181,0.5027323065733819,2.004006008010189e-07,4.2248156199825565e-07,0.01,0.007,0.7,-0.05594540616666668,0.08794148106677382,0.19753086419753085,0.011593221856910158,1.0000000582428747,2.653288594970939e-08,1.0299938132151938,0.08963110850444521,751
4128,4064,2,0,31,8192,0,32,0.002328925159246887,0.0001386452451331919,4.321927062823218,0.0,0.00390625,0.0,1137.0688018798828,70.92006002591818,0.008512023459613065,0.006705687034761164,0.340323868950853,2.0594839395002347,294.4555959803698,692.8650500608995,,,,,256.0,13.106559257812503,27.013727993965063,-1.1972908461104357,0.01450046008980052,9.710204284462499,20.011827727595232,13.77166903125,26.764322887979326,0.6606090161552429,0.6972194151701834,0.690903359375,0.7083059688978645,-12.481346812500002,27.35139922498111,32,0,0,0.0,8192,0.0,32,0,,0.05,5.984877080428669e-05,26.25301584375,54.100971393120126,7.586923543998418,15.637644806345905,-0.002686314643917048,0.013202991011402649,1.4134091795205266e-07,9.057557456088877e-08,0.00390625,0.0006103515625,0.15625,0.6697136207981591,0.7038304469009032,0.095,0.0010513151115081098,294.4555959803696,692.7646193459447,2.262753637375753,0.08767634130660927,752
104,90,2,0,31,194,0,31,0.0869290116036254,0.08901749601589544,2.3062917101397815,0.08090570633440335,0.16494845360824742,0.0,59.5264175257732,10.289934823250237,0.2977461950618499,0.260518050931537,567.6734464285187,8634.506670952085,14783.051956080675,80614.1982186956,81.50273210253835,273.64911480153745,76.06810469116583,254.040659219539,6.0625,44.031695484375,155.87669284603714,2.6712604423846185,4.512927134513288,32.365979151909364,114.90723615498858,221.7372596875,781.1588117074624,87.54843573083119,295.05251580217094,82.311675578125,275.9475974724188,34.20056521875,108.47475093981448,32,0,0,0.23387096774193547,194,2.0,32,32,,0.20125786163522014,0.021702131384552546,187.53669446875,674.2884817394415,33.35988964093622,118.79033182870748,1.1218309562343374,0.7650081366779823,0.0021502257391248477,0.007870273212131232,0.16494845360824742,0.005154639175257732,0.03125,83.27785005852755,279.5866234618141,0.3215189873417721,0.048234669976165295,14783.051956080675,64088.97144189548,1.2421359874676627,0.24794032025912136,753
54,46,2,0,4,100,0,5,0.024959945335453218,0.009571262521306263,2.0,0.0,0.05,0.0,41.74,3.9935111509962398,0.042724931612407605,0.032537189917471836,0.04272493405952833,0.03253719180986998,1.000000054066822,0.11786055226784564,,,,,20.0,1.5895704000000002,0.125658079430801,-1.111514223843929,0.1576068661935907,1.1969323354799999,0.11973962911913005,1.7787858,0.18057538477932147,-2.4000000000912185e-08,5.029910536451716e-08,0.0034012000000000044,0.10235795713853905,-1.7192306,0.1522030990627327,5,0,0,0.0,100,0.0,5,0,,0.25,0.0,3.4980163999999996,0.19843220997937805,1.0000000270334104,1.647823334949156e-08,0.015271867477468653,0.1962853786425156,0.0,0.0,0.05,0.05,1.0,-0.0028567233333333343,0.050371378531905674,0.37499999999999994,0.03431265787673752,1.0000000540668217,3.2956467753982825e-08,0.7861384323049393,0.0795860779332015,754
31,31,2,0,4,62,0,0,0.05037333449492028,0.05172909376658472,1.572606554191126,0.024270850043153557,0.08064516129032258,0.0,29.467741935483872,1.500330476551191,0.250949751082405,0.23439522759029796,43.81792702273928,44.84022068181626,157.7897937599154,163.89667572692414,87.25117438037942,43.94928148980923,86.36980640749726,43.83742722376766,12.4,15.2,6.674110427615054,-0.09050101300502744,0.3015333137724577,11.56428,5.178499171767821,116.4,54.98454328263534,88.09354838709677,44.09760069546611,88.7,43.837198815617775,61.0,34.46012188022556,5,0,0,0.2,62,5.0,5,2,,0.33333333333333337,0.045073427806823996,55.4,23.522329816580672,11.714103029452026,5.0706981737353285,-0.10603438786618553,0.3033437354524414,0.0212151923241605,0.019580085966171636,0.08064516129032258,0.06451612903225806,0.8,88.16842105263159,44.00496383483644,0.4444444444444444,0.07425227009086197,157.7897937599154,90.6320164892797,0.5748101478452962,0.09827967651688237,755
